hour,total_volume,total_tx_count,cex_inflow,cex_outflow,cex_tx_count,dex_inflow,dex_outflow,dex_tx_count,inst_inflow,inst_outflow,inst_tx_count
2024-09-28 04:00:00.000 UTC,66714845.306819975,6178,9601239.980737004,8719157.796707997,1347,16291213.759172997,16405268.193693995,650,0.06637,0.0,5
2024-09-28 05:00:00.000 UTC,64688618.22955502,5777,10152987.257317988,14978393.424628,2008,10535525.627870994,8837292.034411008,715,0.09128,0.0,7
2024-09-28 06:00:00.000 UTC,113301989.77286206,4332,23214242.970820013,26120682.824039984,1493,10835249.013917996,17338089.097506993,779,0.012049,0.0,1
2024-09-28 07:00:00.000 UTC,138572415.91313216,4712,64769749.232308015,42192481.757655,1389,3392647.844571001,3929561.5363880014,683,0.0,0.0,0
2024-09-28 08:00:00.000 UTC,106177856.3635989,4326,20041000.776246995,30265268.851580974,1503,9527245.546482002,9623884.261705993,767,0.0,0.0,0
2024-09-28 09:00:00.000 UTC,89151214.414116,5008,21879952.62167004,22764168.43902698,1624,6015235.086318001,7677316.221216002,812,0.0,0.0,0
2024-09-28 10:00:00.000 UTC,106900460.69806398,5301,24967302.354112,15098944.941150011,1816,18501724.227998003,18375709.444017,721,0.041931,0.0,3
2024-09-28 11:00:00.000 UTC,124504147.0643742,5596,71343407.57868697,69198231.577042,2254,5594564.951935999,6134813.182394,708,0.0446,0.0,3
2024-09-28 12:00:00.000 UTC,80830760.89537407,5205,18810786.00643898,23078834.62603399,1933,7385536.572674998,7270214.056092999,735,0.0,0.0,0
2024-09-28 13:00:00.000 UTC,110559577.8861948,5829,25220054.541095,29319024.409634974,2043,8421879.555014,7363112.813605999,779,0.0,203408.508595,1
2024-09-28 14:00:00.000 UTC,160191641.3871287,5676,16652784.499150984,23314499.734544005,2104,16778853.730626993,18299235.704411,876,1163480.0,0.0,1
2024-09-28 15:00:00.000 UTC,96547276.4306742,6080,14427108.152663987,17894387.913656984,1917,8131321.028943998,9584790.394836005,793,0.0,0.0,0
2024-09-28 16:00:00.000 UTC,108492573.44488804,6066,44384281.64752001,44476282.65685699,2318,8517043.059917994,8726138.753991002,856,0.0,0.0,0
2024-09-28 17:00:00.000 UTC,55081417.33731,4995,7139969.926288002,6420295.066129997,1792,5230672.434969997,4899529.529018003,729,10290.0,0.0,1
2024-09-28 18:00:00.000 UTC,58735789.4411219,5118,32953623.79129102,34393037.44235199,1915,3729264.447782002,3108381.068336,732,0.0,500000.0,1
2024-09-28 19:00:00.000 UTC,67757444.72957706,5163,8762486.566304002,13129614.464057997,1763,2802476.0728239985,2921716.7592640007,603,0.0,0.0,0
2024-09-28 20:00:00.000 UTC,50461139.62748708,4689,13598042.518362006,11153120.855366996,1558,4780388.968177999,3699760.5616969983,542,0.0,0.0,0
2024-09-28 21:00:00.000 UTC,27251140.995119985,4212,5001456.231819002,6994371.099594003,1579,2770077.0834210017,3550635.9420459988,665,0.0,0.0,0
2024-09-28 22:00:00.000 UTC,36438762.450732015,3441,3481784.714755,6324510.722868001,1259,6381905.805084998,5840633.217219998,586,0.0,0.0,0
2024-09-28 23:00:00.000 UTC,29270986.820737027,3027,2916317.1231830004,4565163.418316999,1116,6016874.927741004,6168148.242284,546,0.0,207391.015779,1
2024-09-29 00:00:00.000 UTC,50512421.46297701,3325,16758089.38212499,19180543.288211,1169,3531222.7483340004,3618716.0302960007,585,0.0,0.0,0
2024-09-29 01:00:00.000 UTC,40164398.29730899,2585,13151287.355507,14657571.558438996,975,1871132.256404,1593836.0112669996,462,0.0,1320000.0,1
2024-09-29 02:00:00.000 UTC,97134361.30141702,2741,28285292.593645982,17429807.187259,1013,8276693.876494998,6602600.744864997,538,0.0,0.0,0
2024-09-29 03:00:00.000 UTC,84336887.00565399,2862,45901997.437327005,37945499.45514101,1026,2768859.4286950007,2637273.4557629977,518,0.0,0.0,0
2024-09-29 04:00:00.000 UTC,77569491.77238907,2780,48428512.212787,47238128.75829703,1030,4995246.273279998,5253171.4095549965,575,0.0,0.0,0
2024-09-29 05:00:00.000 UTC,43139077.077696994,3987,7947941.429748993,12722969.792793998,1814,4283988.925354,3762535.598670998,643,0.0,0.0,0
2024-09-29 06:00:00.000 UTC,78074382.30535607,3804,20888106.20764898,22629096.889014997,1285,2685662.6609519995,3674468.363677998,617,0.0,0.0,0
2024-09-29 07:00:00.000 UTC,98465571.32536004,3785,15497572.734959992,15130259.92925101,1332,11322928.02065999,12439986.743796002,806,0.0,0.0,0
2024-09-29 08:00:00.000 UTC,169557890.454619,3972,66380680.99692602,57072806.70638198,1349,5332552.931020003,6294763.467318004,778,0.0,0.0,0
2024-09-29 09:00:00.000 UTC,98742472.74096704,4210,27615233.003699,20093508.381166987,1510,7654797.825722001,5155151.997035,722,678749.23,0.0,1
2024-09-29 10:00:00.000 UTC,64184797.97751803,4335,12343871.164528005,17947832.518039003,1572,5771947.540297001,6220396.915315003,650,0.0,0.0,0
2024-09-29 11:00:00.000 UTC,81844054.35059798,4622,16706059.555430995,14439457.280250996,1665,13278356.025918,9787716.760824002,636,0.0,25000.0,1
2024-09-29 12:00:00.000 UTC,67719294.48920695,4803,18497936.25776499,20716133.050798003,1598,6681429.867189004,7984677.322075997,774,0.0,0.0,0
